Flight_ID,Airline,Flight_Number,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,Ticket_Price_INR,Flight_Status
7203,Air India,QP9032,TRV,BLR,2024-02-25 10:00,2024-02-25 01:00,3212,Delayed
7204,IndiGo,6E8245,PNQ,BOM,2024-11-13 21:00,2024-11-13 04:00,11325,Cancelled
7205,Akasa Air,UK1551,TRV,BOM,2024-08-05 10:00,2024-08-05 03:00,11116,Delayed
7206,Akasa Air,AI3104,AMD,PNQ,2024-09-24 02:00,2024-09-24 02:00,11404,Delayed
7207,Vistara,UK9434,BOM,COK,2024-06-15 03:00,2024-06-15 01:00,6562,Delayed
7208,Akasa Air,SG8844,CCU,MAA,2024-07-23 21:00,2024-07-23 02:00,5674,Cancelled
7209,SpiceJet,6E1335,DEL,BOM,2024-04-18 04:00,2024-04-18 04:00,8501,On Time
7210,Go First,6E1326,AMD,PNQ,2024-04-13 11:00,2024-04-13 02:00,6126,On Time
7211,Vistara,SG9197,PNQ,HYD,2024-01-07 05:00,2024-01-07 02:00,6145,Delayed
7212,Akasa Air,AI3826,HYD,BLR,2024-11-23 05:00,2024-11-23 05:00,6596,On Time
7213,Air India,UK9211,PNQ,MAA,2024-04-22 14:00,2024-04-22 02:00,8469,On Time
7214,SpiceJet,SG6876,TRV,PNQ,2024-03-12 05:00,2024-03-12 03:00,3654,Cancelled
7215,Air India,QP9087,COK,CCU,2024-06-08 09:00,2024-06-08 01:00,9524,Delayed
7216,Air India,QP8540,COK,BOM,2024-11-15 22:00,2024-11-15 02:00,2971,On Time
7217,Air India,SG9936,COK,PNQ,2024-11-17 23:00,2024-11-17 01:00,10565,On Time
7218,Air India,SG4704,PNQ,COK,2024-02-06 07:00,2024-02-06 05:00,9627,Delayed
7219,Go First,UK1706,PNQ,DEL,2024-01-29 08:00,2024-01-29 01:00,4174,Cancelled
7220,Air India,QP7760,COK,CCU,2024-05-25 19:00,2024-05-25 05:00,5286,Delayed
7221,Vistara,SG855,TRV,HYD,2024-08-23 02:00,2024-08-23 05:00,6529,Delayed
7222,Air India,AI6327,AMD,TRV,2024-07-08 17:00,2024-07-08 04:00,9407,Delayed
7223,IndiGo,6E2215,AMD,DEL,2024-06-15 14:00,2024-06-15 04:00,3655,Cancelled
7224,Air India,AI2559,PNQ,AMD,2024-01-02 23:00,2024-01-02 05:00,2730,On Time
7225,Go First,AI5959,MAA,DEL,2024-01-24 09:00,2024-01-24 05:00,4562,Cancelled
7226,Go First,SG1813,BOM,PNQ,2024-04-17 13:00,2024-04-17 01:00,6673,On Time
7227,Vistara,QP5880,DEL,CCU,2024-07-21 14:00,2024-07-21 01:00,8337,On Time
7228,SpiceJet,SG5481,CCU,MAA,2024-04-23 11:00,2024-04-23 05:00,7178,On Time
7229,SpiceJet,QP6564,PNQ,DEL,2024-04-07 19:00,2024-04-07 05:00,4652,Delayed
7230,IndiGo,UK3505,PNQ,COK,2024-07-21 16:00,2024-07-21 01:00,5999,On Time
7231,Go First,SG7102,AMD,BOM,2024-04-11 13:00,2024-04-11 01:00,10465,Delayed
7232,Akasa Air,QP942,HYD,DEL,2024-12-23 08:00,2024-12-23 02:00,10772,Delayed
7233,Akasa Air,QP8809,PNQ,BOM,2024-02-08 08:00,2024-02-08 04:00,7802,Cancelled
7234,Go First,SG5009,DEL,BOM,2024-06-10 03:00,2024-06-10 01:00,4261,Delayed
7235,Go First,6E4258,BLR,AMD,2024-04-05 18:00,2024-04-05 04:00,2611,Delayed
7236,Akasa Air,6E7941,HYD,COK,2024-05-24 09:00,2024-05-24 02:00,5111,On Time
7237,Air India,6E6395,HYD,COK,2024-08-18 08:00,2024-08-18 05:00,11205,On Time
7238,Vistara,6E5329,BOM,AMD,2024-03-02 18:00,2024-03-02 03:00,10339,On Time
7239,Vistara,SG8134,BOM,AMD,2024-08-10 08:00,2024-08-10 02:00,4971,Delayed
7240,Go First,6E6997,CCU,DEL,2024-03-02 20:00,2024-03-02 05:00,9986,On Time
7241,Vistara,QP4800,TRV,DEL,2024-12-04 11:00,2024-12-04 01:00,3414,Cancelled
7242,Akasa Air,6E8532,BLR,PNQ,2024-09-16 03:00,2024-09-16 03:00,10318,Delayed
7243,Vistara,SG6476,COK,PNQ,2024-11-04 00:00,2024-11-04 01:00,7194,On Time
7244,IndiGo,SG1586,COK,TRV,2024-04-13 07:00,2024-04-13 05:00,11967,Cancelled
7245,Vistara,AI4921,PNQ,MAA,2024-01-27 11:00,2024-01-27 01:00,10417,On Time
7246,Go First,UK4979,MAA,DEL,2024-03-14 21:00,2024-03-14 03:00,3941,On Time
7247,Go First,6E4256,AMD,PNQ,2024-04-10 09:00,2024-04-10 03:00,6542,Delayed
7248,IndiGo,SG5060,HYD,MAA,2024-01-25 07:00,2024-01-25 05:00,3530,On Time
7249,SpiceJet,SG3503,COK,HYD,2024-11-29 18:00,2024-11-29 04:00,10929,Delayed
7250,Go First,SG2182,BOM,TRV,2024-11-23 14:00,2024-11-23 03:00,10257,Cancelled
7251,Air India,AI8287,COK,PNQ,2024-12-25 21:00,2024-12-25 04:00,3085,Cancelled
7252,SpiceJet,UK1209,MAA,BLR,2024-10-23 11:00,2024-10-23 05:00,10620,On Time
7253,Akasa Air,AI3731,CCU,AMD,2024-06-02 00:00,2024-06-02 04:00,7118,Cancelled
7254,Go First,SG3086,CCU,BOM,2024-03-09 06:00,2024-03-09 01:00,3066,On Time
7255,Air India,QP6299,PNQ,BLR,2024-05-05 12:00,2024-05-05 03:00,2628,Cancelled
7256,IndiGo,UK7236,MAA,DEL,2024-01-28 04:00,2024-01-28 02:00,5799,On Time
7257,IndiGo,UK5917,AMD,BLR,2024-11-29 12:00,2024-11-29 02:00,6954,On Time
7258,SpiceJet,6E958,AMD,PNQ,2024-01-25 02:00,2024-01-25 04:00,7356,Cancelled
7259,Akasa Air,UK5191,PNQ,COK,2024-06-16 21:00,2024-06-16 05:00,10417,Cancelled
7260,IndiGo,UK4136,AMD,DEL,2024-12-10 14:00,2024-12-10 02:00,5190,Cancelled
7261,SpiceJet,6E9302,DEL,BLR,2024-08-31 10:00,2024-08-31 05:00,3977,Cancelled
7262,IndiGo,SG5421,DEL,COK,2024-10-27 21:00,2024-10-27 05:00,4560,Delayed
7263,IndiGo,UK9608,BOM,PNQ,2024-11-07 07:00,2024-11-07 03:00,9755,On Time
7264,Akasa Air,AI9118,AMD,HYD,2024-07-22 07:00,2024-07-22 02:00,9249,Delayed
7265,Akasa Air,UK3297,COK,PNQ,2024-05-12 17:00,2024-05-12 02:00,7586,Cancelled
7266,Air India,SG9268,DEL,BLR,2024-02-28 22:00,2024-02-28 03:00,3535,Cancelled
7267,Air India,UK5630,CCU,BOM,2024-01-31 08:00,2024-01-31 02:00,6371,Cancelled
7268,SpiceJet,QP2225,HYD,COK,2024-01-28 04:00,2024-01-28 03:00,5269,Delayed
7269,IndiGo,AI6095,BLR,BOM,2024-02-27 18:00,2024-02-27 03:00,7023,On Time
7270,Vistara,AI7757,TRV,COK,2024-01-16 07:00,2024-01-16 05:00,8516,Delayed
7271,Go First,AI146,CCU,DEL,2024-03-30 05:00,2024-03-30 02:00,4279,Delayed
7272,Air India,SG9191,COK,HYD,2024-04-15 20:00,2024-04-15 04:00,5422,On Time
7273,Go First,QP5509,CCU,COK,2024-04-18 17:00,2024-04-18 01:00,6643,Cancelled
7274,Akasa Air,6E665,AMD,HYD,2024-07-15 14:00,2024-07-15 02:00,7514,Delayed
7275,Vistara,6E1731,COK,TRV,2024-11-09 07:00,2024-11-09 01:00,3670,Cancelled
7276,Akasa Air,AI5244,TRV,CCU,2024-10-02 05:00,2024-10-02 03:00,10844,Cancelled
7277,IndiGo,QP5293,BLR,CCU,2024-11-02 18:00,2024-11-02 01:00,7318,On Time
7278,Akasa Air,QP4328,CCU,BLR,2024-01-05 14:00,2024-01-05 02:00,5803,On Time
7279,Go First,6E332,DEL,PNQ,2024-07-24 11:00,2024-07-24 04:00,3186,On Time
7280,IndiGo,6E192,CCU,MAA,2024-11-12 08:00,2024-11-12 01:00,10418,On Time
7281,Air India,QP6338,DEL,BOM,2024-06-22 21:00,2024-06-22 05:00,10221,On Time
7282,Vistara,SG2124,MAA,TRV,2024-01-11 18:00,2024-01-11 01:00,9087,Cancelled
7283,SpiceJet,QP2423,MAA,CCU,2024-05-26 00:00,2024-05-26 03:00,8993,On Time
7284,Vistara,AI7680,COK,PNQ,2024-07-02 16:00,2024-07-02 05:00,3619,Cancelled
7285,Air India,UK8898,CCU,BLR,2024-10-30 06:00,2024-10-30 02:00,11143,Cancelled
7286,Vistara,QP9356,BLR,TRV,2024-03-15 05:00,2024-03-15 01:00,3172,Cancelled
7287,IndiGo,SG8339,BOM,AMD,2024-04-15 01:00,2024-04-15 05:00,6269,On Time
7288,Go First,6E2156,BOM,HYD,2024-05-24 07:00,2024-05-24 03:00,3955,Cancelled
7289,IndiGo,6E1550,TRV,DEL,2024-04-01 16:00,2024-04-01 05:00,11570,On Time
7290,Air India,SG8699,CCU,PNQ,2024-11-30 13:00,2024-11-30 04:00,8843,Cancelled
7291,Akasa Air,SG1649,DEL,PNQ,2024-03-13 13:00,2024-03-13 03:00,11480,On Time
7292,Go First,QP9985,COK,MAA,2024-10-26 00:00,2024-10-26 02:00,2541,Cancelled
7293,IndiGo,6E3302,BOM,MAA,2024-05-01 13:00,2024-05-01 03:00,10408,Cancelled
7294,IndiGo,AI1121,HYD,COK,2024-06-29 15:00,2024-06-29 01:00,8071,Delayed
7295,Akasa Air,6E8427,DEL,COK,2024-05-01 17:00,2024-05-01 05:00,8676,Delayed
7296,Akasa Air,6E5770,PNQ,BOM,2024-10-13 12:00,2024-10-13 05:00,7010,Delayed
7297,IndiGo,SG2670,MAA,HYD,2024-01-18 22:00,2024-01-18 04:00,3012,On Time
7298,Vistara,SG5001,COK,BOM,2024-09-06 17:00,2024-09-06 03:00,5679,Cancelled
7299,Go First,QP257,HYD,BLR,2024-03-20 21:00,2024-03-20 01:00,11623,Delayed
7300,IndiGo,QP9619,DEL,BLR,2024-10-24 02:00,2024-10-24 02:00,5793,Delayed
7301,SpiceJet,AI7482,BOM,MAA,2024-09-15 09:00,2024-09-15 03:00,5727,Cancelled
7302,Akasa Air,UK3650,DEL,BOM,2024-05-29 21:00,2024-05-29 01:00,6564,Delayed
7303,Vistara,SG7354,TRV,COK,2024-03-12 21:00,2024-03-12 03:00,9081,On Time
7304,Vistara,AI2136,DEL,COK,2024-10-31 05:00,2024-10-31 01:00,11099,Cancelled
7305,Akasa Air,UK9918,MAA,BOM,2024-09-18 00:00,2024-09-18 04:00,8258,Delayed
7306,Vistara,UK8759,BOM,CCU,2024-09-28 14:00,2024-09-28 03:00,3888,On Time
7307,SpiceJet,QP2256,CCU,COK,2024-11-12 17:00,2024-11-12 05:00,8493,On Time
7308,Air India,UK236,BOM,DEL,2024-06-21 02:00,2024-06-21 03:00,5848,Cancelled
7309,Vistara,UK1652,COK,DEL,2024-07-22 23:00,2024-07-22 02:00,7898,On Time
7310,IndiGo,UK5810,TRV,AMD,2024-04-11 16:00,2024-04-11 05:00,10891,Cancelled
7311,IndiGo,6E7725,BLR,CCU,2024-06-19 16:00,2024-06-19 04:00,10491,Delayed
7312,Go First,QP2396,BLR,AMD,2024-09-26 13:00,2024-09-26 04:00,9450,Cancelled
7313,Air India,6E2322,BLR,BOM,2024-04-06 15:00,2024-04-06 01:00,10926,Cancelled
7314,SpiceJet,6E7965,MAA,PNQ,2024-02-04 07:00,2024-02-04 04:00,4612,On Time
7315,Vistara,SG8756,PNQ,DEL,2024-10-08 14:00,2024-10-08 03:00,10123,Cancelled
7316,SpiceJet,AI6094,MAA,AMD,2024-04-13 17:00,2024-04-13 03:00,5063,On Time
7317,IndiGo,6E4282,PNQ,COK,2024-11-11 08:00,2024-11-11 02:00,2540,Cancelled
7318,Go First,AI3066,CCU,MAA,2024-10-18 10:00,2024-10-18 04:00,2972,Delayed
7319,IndiGo,UK3979,HYD,DEL,2024-04-30 20:00,2024-04-30 04:00,11531,On Time
7320,Vistara,6E5402,DEL,COK,2024-12-01 22:00,2024-12-01 03:00,5618,Delayed
7321,Air India,AI7537,COK,AMD,2024-12-25 11:00,2024-12-25 02:00,3006,Cancelled
7322,IndiGo,UK3643,TRV,CCU,2024-03-07 17:00,2024-03-07 03:00,4669,On Time
7323,IndiGo,UK5074,TRV,DEL,2024-03-19 18:00,2024-03-19 03:00,3943,Cancelled
7324,Vistara,6E1855,AMD,PNQ,2024-06-16 15:00,2024-06-16 05:00,6695,On Time
7325,Vistara,AI5824,BOM,CCU,2024-07-22 11:00,2024-07-22 01:00,11732,Delayed
7326,Akasa Air,SG635,BOM,TRV,2024-09-27 13:00,2024-09-27 05:00,5807,Cancelled
7327,Air India,QP9988,DEL,BLR,2024-04-18 07:00,2024-04-18 02:00,8329,Cancelled
7328,Go First,QP3412,BOM,HYD,2024-06-19 08:00,2024-06-19 05:00,7923,Delayed
7329,SpiceJet,6E7979,DEL,TRV,2024-08-03 20:00,2024-08-03 05:00,9237,Cancelled
7330,SpiceJet,6E3629,TRV,HYD,2024-02-07 02:00,2024-02-07 05:00,8047,On Time
7331,Vistara,AI2673,AMD,HYD,2024-10-27 01:00,2024-10-27 05:00,5616,Cancelled
7332,Air India,SG9483,COK,BLR,2024-03-10 23:00,2024-03-10 05:00,6673,On Time
7333,SpiceJet,UK6026,DEL,AMD,2024-10-02 08:00,2024-10-02 05:00,8428,Delayed
7334,Air India,AI4772,MAA,AMD,2024-10-03 17:00,2024-10-03 05:00,9697,Cancelled
7335,Akasa Air,QP9825,BLR,CCU,2024-04-03 13:00,2024-04-03 04:00,9635,On Time
7336,Akasa Air,QP5494,MAA,PNQ,2024-11-19 11:00,2024-11-19 02:00,4038,Delayed
7337,Akasa Air,SG2165,TRV,BLR,2024-08-29 08:00,2024-08-29 03:00,6302,Cancelled
7338,Air India,QP2779,DEL,BLR,2024-04-23 08:00,2024-04-23 02:00,6761,Delayed
7339,Akasa Air,SG2061,HYD,COK,2024-02-02 08:00,2024-02-02 01:00,6998,Delayed
7340,IndiGo,6E8699,DEL,PNQ,2024-02-22 22:00,2024-02-22 03:00,3484,On Time
7341,Akasa Air,QP8475,MAA,COK,2024-01-29 13:00,2024-01-29 01:00,4011,Delayed
7342,Air India,SG4555,BLR,BOM,2024-11-14 22:00,2024-11-14 03:00,10399,Cancelled
7343,Air India,UK8026,MAA,TRV,2024-01-23 01:00,2024-01-23 03:00,7966,Cancelled
7344,Akasa Air,QP4264,MAA,TRV,2024-05-18 20:00,2024-05-18 04:00,4856,Cancelled
7345,IndiGo,6E3206,COK,PNQ,2024-05-06 02:00,2024-05-06 05:00,2978,Delayed
7346,IndiGo,QP8942,MAA,CCU,2024-08-10 19:00,2024-08-10 01:00,10308,Cancelled
7347,Akasa Air,UK1892,BOM,BLR,2024-01-12 12:00,2024-01-12 04:00,2612,On Time
7348,Go First,AI5187,CCU,HYD,2024-10-07 15:00,2024-10-07 03:00,3575,On Time
7349,Vistara,AI1853,PNQ,HYD,2024-02-18 03:00,2024-02-18 02:00,6285,Delayed
7350,Air India,QP9831,TRV,BLR,2024-08-18 11:00,2024-08-18 01:00,9329,On Time
7351,IndiGo,AI7192,COK,AMD,2024-11-05 08:00,2024-11-05 01:00,2973,Cancelled
7352,Air India,AI6544,BOM,BLR,2024-04-21 20:00,2024-04-21 05:00,6311,Delayed
7353,Air India,QP6527,BLR,TRV,2024-10-23 00:00,2024-10-23 03:00,6125,On Time
7354,Go First,6E7988,DEL,BOM,2024-10-01 04:00,2024-10-01 01:00,2692,Cancelled
7355,Vistara,AI7765,PNQ,BOM,2024-10-02 07:00,2024-10-02 05:00,10208,Cancelled
7356,Air India,AI789,DEL,COK,2024-11-02 02:00,2024-11-02 05:00,7371,On Time
7357,Go First,SG6539,PNQ,CCU,2024-02-21 05:00,2024-02-21 04:00,6525,On Time
7358,IndiGo,UK9574,DEL,TRV,2024-04-10 20:00,2024-04-10 05:00,9046,On Time
7359,Vistara,QP1657,PNQ,COK,2024-12-07 13:00,2024-12-07 03:00,6694,Cancelled
7360,Vistara,QP9185,TRV,DEL,2024-11-30 03:00,2024-11-30 03:00,6472,On Time
7361,IndiGo,QP847,CCU,DEL,2024-02-10 12:00,2024-02-10 03:00,8533,On Time
7362,Go First,AI4480,COK,TRV,2024-12-26 21:00,2024-12-26 03:00,11340,On Time
7363,Air India,QP1221,PNQ,COK,2024-03-25 02:00,2024-03-25 05:00,8187,Delayed
7364,Go First,SG6240,COK,TRV,2024-05-14 11:00,2024-05-14 02:00,5365,Delayed
7365,IndiGo,UK2371,BOM,COK,2024-11-04 16:00,2024-11-04 02:00,6308,Delayed
7366,Air India,6E9968,AMD,BLR,2024-04-09 02:00,2024-04-09 02:00,6246,On Time
7367,SpiceJet,6E6799,MAA,BLR,2024-07-27 16:00,2024-07-27 02:00,7516,Cancelled
7368,Air India,AI8510,TRV,DEL,2024-02-03 10:00,2024-02-03 02:00,3157,Cancelled
7369,Air India,AI4492,BOM,PNQ,2024-02-08 03:00,2024-02-08 04:00,11291,Delayed
7370,Vistara,AI3403,AMD,HYD,2024-04-01 20:00,2024-04-01 04:00,8780,Delayed
7371,Vistara,QP813,AMD,BLR,2024-04-18 05:00,2024-04-18 04:00,11874,On Time
7372,IndiGo,QP994,AMD,COK,2024-12-06 09:00,2024-12-06 03:00,11609,Cancelled
7373,IndiGo,UK6647,TRV,AMD,2024-01-20 13:00,2024-01-20 05:00,5177,On Time
7374,Air India,6E8586,TRV,AMD,2024-07-10 14:00,2024-07-10 05:00,5484,Cancelled
7375,Air India,QP246,CCU,PNQ,2024-04-24 14:00,2024-04-24 03:00,7509,Cancelled
7376,IndiGo,AI6719,TRV,PNQ,2024-02-11 06:00,2024-02-11 04:00,9162,On Time
7377,SpiceJet,UK6347,BOM,AMD,2024-03-24 21:00,2024-03-24 02:00,3188,Cancelled
7378,SpiceJet,AI5508,DEL,BLR,2024-06-15 23:00,2024-06-15 03:00,2606,Cancelled
7379,Akasa Air,AI3097,HYD,AMD,2024-03-12 05:00,2024-03-12 03:00,6041,On Time
7380,Air India,SG9975,PNQ,CCU,2024-12-13 13:00,2024-12-13 01:00,9011,Delayed
7381,Vistara,QP2854,COK,BOM,2024-07-10 17:00,2024-07-10 02:00,10613,On Time
7382,Air India,QP8557,BLR,PNQ,2024-11-04 04:00,2024-11-04 05:00,9075,On Time
7383,Air India,UK9609,AMD,COK,2024-10-14 08:00,2024-10-14 04:00,3302,On Time
7384,Go First,6E8193,PNQ,MAA,2024-01-15 06:00,2024-01-15 03:00,5050,Cancelled
7385,IndiGo,QP6155,COK,DEL,2024-07-08 01:00,2024-07-08 05:00,6075,Delayed
7386,SpiceJet,AI426,DEL,CCU,2024-02-12 20:00,2024-02-12 05:00,4900,On Time
7387,Akasa Air,6E8201,CCU,BOM,2024-10-31 13:00,2024-10-31 01:00,4427,Delayed
7388,Vistara,6E1584,HYD,COK,2024-05-04 19:00,2024-05-04 05:00,9168,Cancelled
7389,Vistara,AI5543,DEL,PNQ,2024-02-23 22:00,2024-02-23 02:00,4463,On Time
7390,SpiceJet,6E2487,TRV,BLR,2024-04-06 18:00,2024-04-06 01:00,11249,On Time
7391,SpiceJet,AI6745,AMD,BOM,2024-11-19 10:00,2024-11-19 03:00,9352,Cancelled
7392,Vistara,SG4277,TRV,BOM,2024-04-03 12:00,2024-04-03 04:00,9413,Delayed
7393,Air India,6E9290,HYD,CCU,2024-12-17 07:00,2024-12-17 04:00,4283,Cancelled
7394,Akasa Air,UK9786,TRV,CCU,2024-06-08 16:00,2024-06-08 03:00,10568,Cancelled
7395,Go First,QP5660,MAA,COK,2024-12-02 20:00,2024-12-02 02:00,9417,Cancelled
7396,Go First,QP9334,AMD,TRV,2024-02-09 02:00,2024-02-09 01:00,5537,On Time
7397,Akasa Air,6E6956,BLR,TRV,2024-05-09 01:00,2024-05-09 05:00,2566,Cancelled
7398,Go First,AI8411,AMD,TRV,2024-09-05 09:00,2024-09-05 01:00,8719,Delayed
7399,Akasa Air,SG8455,PNQ,COK,2024-12-11 20:00,2024-12-11 01:00,11996,Cancelled
7400,Akasa Air,SG525,COK,BLR,2024-02-15 04:00,2024-02-15 01:00,4287,Cancelled
7401,Vistara,6E3356,COK,BLR,2024-09-27 13:00,2024-09-27 01:00,7728,Delayed
7402,Air India,6E8693,PNQ,HYD,2024-03-27 19:00,2024-03-27 04:00,11710,Cancelled
7403,SpiceJet,QP1470,MAA,AMD,2024-03-05 10:00,2024-03-05 05:00,2510,Cancelled
7404,Akasa Air,UK5761,HYD,CCU,2024-08-05 03:00,2024-08-05 04:00,3280,Delayed
7405,SpiceJet,SG396,DEL,BLR,2024-09-22 00:00,2024-09-22 03:00,11337,Delayed
7406,Air India,6E4455,AMD,TRV,2024-11-02 14:00,2024-11-02 02:00,11004,On Time
7407,Air India,SG6700,COK,DEL,2024-02-17 08:00,2024-02-17 04:00,9851,Delayed
7408,Akasa Air,UK8596,BOM,MAA,2024-03-31 02:00,2024-03-31 05:00,5292,On Time
7409,Vistara,AI2349,BOM,TRV,2024-11-25 18:00,2024-11-25 02:00,5779,On Time
7410,IndiGo,6E3873,BLR,MAA,2024-05-12 21:00,2024-05-12 04:00,6182,Delayed
7411,IndiGo,SG5675,TRV,HYD,2024-10-30 15:00,2024-10-30 05:00,10964,Delayed
7412,IndiGo,UK3710,BLR,HYD,2024-06-06 14:00,2024-06-06 01:00,7940,Cancelled
7413,IndiGo,QP5295,PNQ,BOM,2024-11-04 13:00,2024-11-04 04:00,11956,On Time
7414,Air India,SG6813,PNQ,COK,2024-05-06 03:00,2024-05-06 05:00,4349,Cancelled
7415,SpiceJet,AI2109,AMD,DEL,2024-06-11 14:00,2024-06-11 04:00,11827,Delayed
7416,IndiGo,UK4580,BOM,HYD,2024-12-14 03:00,2024-12-14 05:00,10571,Cancelled
7417,Air India,UK3176,COK,PNQ,2024-02-05 04:00,2024-02-05 01:00,6280,Cancelled
7418,IndiGo,QP2882,COK,PNQ,2024-06-11 12:00,2024-06-11 01:00,4889,On Time
7419,Vistara,SG399,MAA,COK,2024-11-25 05:00,2024-11-25 02:00,5637,Delayed
7420,Akasa Air,QP2595,MAA,PNQ,2024-09-07 20:00,2024-09-07 01:00,4123,On Time
7421,Akasa Air,UK2500,MAA,PNQ,2024-02-16 21:00,2024-02-16 04:00,4314,On Time
7422,Air India,SG1820,TRV,MAA,2024-12-03 07:00,2024-12-03 05:00,9368,Delayed
7423,Go First,QP8132,DEL,BOM,2024-07-12 11:00,2024-07-12 04:00,3084,On Time
7424,Akasa Air,SG8556,BLR,HYD,2024-11-08 13:00,2024-11-08 03:00,5446,On Time
7425,SpiceJet,AI2388,COK,HYD,2024-12-01 22:00,2024-12-01 05:00,7780,Delayed
7426,Vistara,UK9541,BLR,DEL,2024-06-01 02:00,2024-06-01 02:00,6702,Delayed
7427,IndiGo,SG9471,AMD,MAA,2024-09-25 16:00,2024-09-25 05:00,7711,Delayed
7428,Air India,6E104,DEL,MAA,2024-01-27 01:00,2024-01-27 05:00,7035,Cancelled
7429,IndiGo,UK2937,TRV,HYD,2024-02-02 03:00,2024-02-02 03:00,8094,Delayed
7430,Akasa Air,6E2161,HYD,BLR,2024-04-05 18:00,2024-04-05 02:00,2983,Cancelled
7431,Go First,UK6764,CCU,BLR,2024-07-01 20:00,2024-07-01 05:00,4453,On Time
7432,Akasa Air,SG9016,CCU,DEL,2024-07-24 19:00,2024-07-24 03:00,7820,Delayed
7433,Go First,AI3333,MAA,PNQ,2024-01-06 01:00,2024-01-06 04:00,11063,Delayed
7434,Akasa Air,6E5318,PNQ,DEL,2024-04-26 07:00,2024-04-26 02:00,2734,On Time
7435,Akasa Air,UK5210,HYD,TRV,2024-03-06 09:00,2024-03-06 05:00,10662,On Time
7436,IndiGo,QP4435,DEL,AMD,2024-11-22 12:00,2024-11-22 03:00,9895,On Time
7437,IndiGo,6E3635,BLR,AMD,2024-12-29 20:00,2024-12-29 02:00,7679,On Time
7438,Vistara,AI9069,TRV,CCU,2024-05-04 15:00,2024-05-04 02:00,5467,Cancelled
7439,SpiceJet,6E7516,DEL,BLR,2024-11-29 23:00,2024-11-29 02:00,7135,On Time
7440,Vistara,QP4539,PNQ,CCU,2024-04-29 10:00,2024-04-29 01:00,8493,Delayed
7441,Vistara,UK3300,HYD,BOM,2024-12-09 09:00,2024-12-09 02:00,11650,Delayed
7442,Akasa Air,SG1369,MAA,BLR,2024-08-11 21:00,2024-08-11 04:00,4304,Delayed
7443,IndiGo,SG1793,COK,BOM,2024-05-05 19:00,2024-05-05 05:00,7435,Cancelled
7444,SpiceJet,UK2460,BLR,CCU,2024-10-19 13:00,2024-10-19 01:00,5506,Cancelled
7445,Vistara,QP9946,DEL,PNQ,2024-11-16 01:00,2024-11-16 04:00,7522,On Time
7446,Go First,AI221,HYD,CCU,2024-02-11 13:00,2024-02-11 02:00,8212,Delayed
7447,Vistara,AI811,AMD,CCU,2024-01-04 20:00,2024-01-04 03:00,4476,Cancelled
7448,Vistara,6E1207,BOM,TRV,2024-04-29 06:00,2024-04-29 01:00,8416,Delayed
7449,Air India,SG7974,HYD,AMD,2024-07-10 21:00,2024-07-10 01:00,10493,On Time
7450,Go First,UK4905,HYD,DEL,2024-05-12 10:00,2024-05-12 02:00,2718,Delayed
7451,Air India,6E8122,BLR,TRV,2024-05-25 10:00,2024-05-25 02:00,3236,Cancelled
7452,SpiceJet,AI4892,COK,AMD,2024-09-01 05:00,2024-09-01 04:00,10651,Cancelled
7453,IndiGo,6E5148,MAA,PNQ,2024-07-11 12:00,2024-07-11 01:00,10527,On Time
7454,Vistara,AI1078,CCU,BLR,2024-08-08 18:00,2024-08-08 03:00,11243,On Time
7455,Air India,UK3032,MAA,BOM,2024-04-23 12:00,2024-04-23 03:00,4457,On Time
7456,Akasa Air,QP5293,COK,TRV,2024-11-03 08:00,2024-11-03 05:00,9321,Cancelled
7457,Air India,QP1820,BLR,HYD,2024-01-08 12:00,2024-01-08 04:00,5718,Delayed
7458,Akasa Air,QP7104,PNQ,DEL,2024-11-16 12:00,2024-11-16 04:00,6541,On Time
7459,Akasa Air,6E7289,BOM,PNQ,2024-04-29 13:00,2024-04-29 05:00,7199,Cancelled
7460,SpiceJet,QP4359,DEL,BOM,2024-09-19 14:00,2024-09-19 04:00,9884,Cancelled
7461,Air India,SG217,HYD,BOM,2024-04-17 10:00,2024-04-17 05:00,6770,Cancelled
7462,SpiceJet,6E8855,HYD,MAA,2024-03-13 01:00,2024-03-13 02:00,11600,Delayed
7463,Akasa Air,QP8219,TRV,BLR,2024-01-30 04:00,2024-01-30 05:00,10194,Cancelled
7464,IndiGo,SG9119,BOM,MAA,2024-06-02 21:00,2024-06-02 02:00,6579,On Time
7465,SpiceJet,UK1266,PNQ,DEL,2024-02-26 11:00,2024-02-26 04:00,11928,Delayed
7466,SpiceJet,SG5549,TRV,BLR,2024-06-10 08:00,2024-06-10 04:00,10423,Cancelled
7467,Air India,AI5378,PNQ,HYD,2024-12-02 13:00,2024-12-02 05:00,5269,Cancelled
7468,Vistara,AI2251,BOM,COK,2024-02-22 12:00,2024-02-22 05:00,11574,Delayed
7469,Go First,6E3174,CCU,COK,2024-06-16 04:00,2024-06-16 04:00,11097,Delayed
7470,IndiGo,AI2302,CCU,TRV,2024-08-19 01:00,2024-08-19 05:00,2604,Delayed
7471,Air India,UK5097,CCU,HYD,2024-12-02 16:00,2024-12-02 01:00,4206,On Time
7472,Akasa Air,UK8131,TRV,MAA,2024-03-25 11:00,2024-03-25 03:00,10871,On Time
7473,SpiceJet,QP2634,CCU,DEL,2024-07-19 07:00,2024-07-19 01:00,9327,On Time
